X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,X53,Y53,X54,Y54,X54,clase
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-17,-4,-5,-38,-9,-12,-48,-13,-9,-47,-23,-7,-45,-31,-5,-41,-35,-3,-21,-34,1,2,-30,9,14,-26,6,17,-15,4,18,-6,3,17,0,2,18,4,2,18,8,3,19,10,3,19,12,3,19,14,3,19,15,3,19,16,2,19,16,2,18,16,2,16,16,2,14,16,1,11,15,0,8,14,0,5,12,0,2,10,0,1,8,0,0,6,0,0,4,0,0,3,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-15,0,-2,-36,-2,-5,-55,-2,-1,-59,0,1,-62,2,4,-57,4,5,-41,5,7,-18,7,10,3,7,5,11,5,2,17,3,0,20,1,-2,21,0,-2,23,0,-1,25,0,-1,26,0,-1,27,-1,-1,27,-1,-1,27,-1,-1,27,-1,-1,27,-1,-1,25,-2,-1,23,-2,-1,19,-2,-1,15,-2,-1,11,-2,-1,8,-2,0,5,-1,0,3,-1,0,2,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,-1,-20,0,-6,-41,0,-12,-58,-1,-9,-63,-8,-9,-66,-14,-9,-63,-18,-6,-45,-19,0,-21,-21,6,0,-21,4,8,-13,4,16,-7,4,21,-2,4,24,0,4,27,3,4,29,4,4,30,6,4,31,7,4,31,7,4,31,8,4,31,8,4,30,9,4,29,9,3,26,9,2,22,9,2,18,8,1,14,7,0,10,6,0,6,5,0,4,4,0,3,3,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-3,1,-22,-3,-2,-38,0,-8,-48,0,-5,-43,9,-3,-38,15,-2,-24,22,-2,-8,25,2,10,24,8,23,22,6,22,14,4,20,7,3,19,2,3,19,0,2,18,-3,2,18,-5,2,18,-6,2,17,-7,1,17,-8,1,17,-8,1,16,-9,1,15,-9,1,13,-9,0,10,-9,0,7,-9,0,4,-9,0,2,-8,0,0,-7,0,0,-5,0,0,-4,0,0,-3,0,0,-2,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-11,-3,-5,-26,-3,-13,-45,-3,-10,-50,-5,-9,-60,-3,-9,-65,-1,-7,-57,1,-2,-42,3,4,-22,3,2,-13,5,1,0,3,1,10,2,2,17,1,2,22,1,3,26,1,4,29,1,4,31,1,4,32,0,4,33,0,4,33,0,4,33,0,4,32,0,3,30,0,3,27,0,2,24,0,2,20,0,1,16,0,1,12,0,0,9,0,0,6,0,0,4,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-4,0,0,-9,0,-1,-15,0,-3,-24,0,-6,-34,0,-8,-42,1,-1,-37,-1,0,-32,-2,2,-24,-3,5,-13,-3,9,0,-3,13,11,-4,5,12,-3,3,14,-1,2,16,0,2,18,0,1,19,0,1,20,1,0,20,1,0,21,1,0,21,1,0,20,1,0,19,1,0,18,1,0,16,1,-1,13,1,-1,11,1,-1,8,1,-1,6,1,-1,4,1,-1,2,1,-1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,3,-10,3,2,-24,6,-3,-45,12,-12,-62,14,-9,-68,24,-8,-69,31,-9,-59,31,-8,-43,28,-1,-19,24,6,1,22,3,12,10,2,19,3,1,23,-1,2,27,-4,2,29,-7,3,31,-9,4,32,-10,5,33,-12,5,34,-13,4,34,-14,4,34,-15,4,32,-15,4,30,-15,3,27,-14,3,23,-13,2,18,-12,1,14,-10,0,10,-8,0,7,-7,0,5,-5,0,3,-4,0,2,-3,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,0,-5,0,0,-7,0,-1,-11,0,-2,-16,0,-4,-19,0,-2,-20,2,-4,-20,1,-5,-21,0,-4,-19,0,-4,-16,0,-5,-13,-2,-3,0,-5,-3,8,-7,-1,16,-8,0,23,-9,2,28,-8,4,33,-7,1,26,-5,2,23,-2,2,20,0,2,17,0,3,16,1,4,14,2,5,12,3,5,10,3,4,8,4,4,6,4,4,4,4,3,2,4,3,0,4,2,0,4,2,-2,4,2,-3,3,1,-3,3,1,-3,2,1,-3,2,0,-2,1,0,-2,1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,0,1,-1,0,1,-3,1,2,-5,2,2,-7,2,1,-9,1,-1,-13,0,-3,-17,0,-4,-19,1,-6,-22,1,-10,-26,1,-14,-29,0,-17,-25,-1,-19,-21,-3,-20,-15,-6,-19,-6,-8,-14,3,-7,-9,12,-7,-5,15,-5,0,18,-3,3,19,-1,6,20,0,7,21,0,9,21,1,11,21,2,12,21,2,13,21,2,13,20,2,13,18,2,12,17,2,12,15,2,11,12,3,10,10,3,9,8,2,7,6,2,6,4,2,5,3,1,4,2,1,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-1,0,0,-1,0,0,-4,0,0,-6,0,0,-7,0,0,-8,0,-1,-9,-1,-2,-9,-1,-2,-7,0,-2,-5,0,-3,-5,0,-3,-4,-1,-3,-3,0,-2,-2,0,-2,-2,0,-2,-1,0,-2,0,0,-2,0,-1,-3,0,-2,-3,0,-2,-3,0,-2,-4,-2,-2,-7,-7,-3,-10,-9,-3,-12,-12,-2,-13,-14,0,-14,-13,0,-12,-11,0,-8,-6,2,-4,-2,4,0,2,3,3,6,3,5,9,2,7,10,2,8,11,2,9,12,2,9,12,1,9,13,1,9,13,1,9,12,1,9,12,1,9,12,1,8,11,0,8,10,0,7,9,0,6,7,0,5,6,0,4,5,0,3,3,0,2,2,0,1,1,0,1,1,0,0,0,0,1
